time,cstrategy
2019-07-02,-4729.199999999862
2019-07-03,-4778.79999999986
2019-07-04,-4950.999999999859
2019-07-05,-5035.599999999858
2019-07-06,
2019-07-07,
2019-07-08,-5399.999999999855
2019-07-09,
2019-07-10,-5649.599999999854
2019-07-11,-5634.399999999853
2019-07-12,-5898.799999999851
2019-07-13,
2019-07-14,
2019-07-15,-5715.99999999985
2019-07-16,-5715.399999999848
2019-07-17,-5617.399999999846
2019-07-18,-5384.599999999845
2019-07-19,-5338.999999999843
2019-07-20,
2019-07-21,
2019-07-22,-5518.3999999998405
2019-07-23,-5412.999999999839
2019-07-24,-5270.199999999838
2019-07-25,-5214.999999999837
2019-07-26,-5481.999999999835
2019-07-27,
2019-07-28,
2019-07-29,-5581.799999999835
2019-07-30,-5606.599999999834
2019-07-31,-5820.999999999832
2019-08-01,-5792.99999999983
2019-08-02,-5392.199999999827
2019-08-03,
2019-08-04,
2019-08-05,-4458.9999999998245
2019-08-06,-3950.9999999998236
2019-08-07,-4025.7999999998237
2019-08-08,-3455.399999999824
2019-08-09,-3709.7999999998246
2019-08-10,
2019-08-11,
2019-08-12,-3741.5999999998253
2019-08-13,-3878.5999999998257
2019-08-14,-3130.599999999826
2019-08-15,-3377.7999999998265
2019-08-16,-2994.9999999998267
2019-08-17,
2019-08-18,
2019-08-19,-2721.999999999827
2019-08-20,-3148.9999999998277
2019-08-21,-3473.799999999828
2019-08-22,-2800.7999999998283
2019-08-23,-3272.7999999998287
2019-08-24,
2019-08-25,
2019-08-26,-2877.599999999829
2019-08-27,-2087.1999999998293
2019-08-28,-2159.1999999998297
2019-08-29,-2666.39999999983
2019-08-30,-2851.19999999983
2019-08-31,
2019-09-01,
2019-09-02,-2175.7999999998306
2019-09-03,-2892.799999999831
2019-09-04,-2497.599999999831
2019-09-05,-2004.3999999998318
2019-09-06,-2266.599999999832
2019-09-07,
2019-09-08,
2019-09-09,-1543.3999999998327
2019-09-10,-1508.199999999833
2019-09-11,-1810.3999999998332
2019-09-12,-1822.3999999998337
2019-09-13,-1581.7999999998342
2019-09-14,
2019-09-15,
2019-09-16,-2216.1999999998347
2019-09-17,-2343.399999999835
2019-09-18,-2677.5999999998357
2019-09-19,-1836.9999999998363
2019-09-20,-2486.5999999998367
2019-09-21,
2019-09-22,
2019-09-23,-2636.399999999837
2019-09-24,-2843.599999999837
2019-09-25,-2695.5999999998376
2019-09-26,-1649.999999999838
2019-09-27,-1687.3999999998382
2019-09-28,
2019-09-29,
2019-09-30,-2019.3999999998387
2019-10-01,-2118.999999999839
2019-10-02,-2168.5999999998394
2019-10-03,-1660.5999999998398
2019-10-04,-1607.99999999984
2019-10-05,
2019-10-06,
2019-10-07,-1064.9999999998404
2019-10-08,-1751.9999999998408
2019-10-09,-1549.199999999841
2019-10-10,-1618.7999999998415
2019-10-11,-2105.9999999998417
2019-10-12,
2019-10-13,
2019-10-14,-2155.3999999998423
2019-10-15,-1239.7999999998428
2019-10-16,-1366.999999999843
2019-10-17,-1169.3999999998432
2019-10-18,-696.5999999998431
2019-10-19,
2019-10-20,
2019-10-21,-661.3999999998431
2019-10-22,-318.399999999843
2019-10-23,267.20000000015705
2019-10-24,1015.2000000001572
2019-10-25,690.4000000001572
2019-10-26,
2019-10-27,
2019-10-28,423.4000000001573
2019-10-29,448.8000000001574
2019-10-30,-695.5999999998426
2019-10-31,-102.79999999984253
2019-11-01,-926.9999999998424
2019-11-02,
2019-11-03,
2019-11-04,-711.5999999998425
2019-11-05,-513.9999999998424
2019-11-06,-335.9999999998423
2019-11-07,-142.99999999984234
2019-11-08,527.4000000001577
2019-11-09,
2019-11-10,
2019-11-11,192.8000000001577
2019-11-12,-19.199999999842362
2019-11-13,-398.7999999998424
2019-11-14,-346.19999999984236
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,474.2000000001576
2019-11-19,-15.199999999842385
2019-11-20,
2019-11-21,55.20000000015759
2019-11-22,-271.7999999998424
2019-11-23,
2019-11-24,
2019-11-25,123.4000000001576
2019-11-26,-530.9999999998424
2019-11-27,-270.59999999984245
2019-11-28,-242.59999999984248
2019-11-29,-184.9999999998425
2019-11-30,
2019-12-01,
2019-12-02,-172.3999999998425
2019-12-03,-401.99999999984243
2019-12-04,-648.9999999998423
2019-12-05,-590.9999999998422
2019-12-06,-562.9999999998421
2019-12-07,
2019-12-08,
2019-12-09,-1014.9999999998421
2019-12-10,-1107.1999999998422
2019-12-11,-1091.7999999998424
2019-12-12,-1056.5999999998426
2019-12-13,-1131.1999999998427
2019-12-14,
2019-12-15,
2019-12-16,-580.7999999998426
2019-12-17,-578.1999999998426
2019-12-18,-855.3999999998425
2019-12-19,-1177.3999999998427
2019-12-20,50.800000000157326
2019-12-21,
2019-12-22,
2019-12-23,328.6000000001573
2019-12-24,
2019-12-25,
2019-12-26,224.00000000015737
2019-12-27,-412.99999999984266
2019-12-28,
2019-12-29,
2019-12-30,-907.5999999998426
2019-12-31,
2020-01-01,
2020-01-02,-674.7999999998426
2020-01-03,-639.1999999998426
2020-01-04,
2020-01-05,
2020-01-06,-708.7999999998425
2020-01-07,-1040.7999999998428
2020-01-08,-1527.999999999843
2020-01-09,-1002.5999999998434
2020-01-10,-902.1999999998433
2020-01-11,
2020-01-12,
2020-01-13,-94.19999999984321
2020-01-14,53.800000000156764
2020-01-15,191.80000000015673
2020-01-16,762.4000000001569
2020-01-17,677.6000000001569
2020-01-18,
2020-01-19,
2020-01-20,1010.600000000157
2020-01-21,1241.2000000001567
2020-01-22,964.0000000001565
2020-01-23,649.4000000001566
2020-01-24,-12.599999999843334
2020-01-25,
2020-01-26,
2020-01-27,-259.7999999998433
2020-01-28,-479.3999999998432
2020-01-29,373.6000000001568
2020-01-30,246.40000000015678
2020-01-31,661.8000000001568
2020-02-01,
2020-02-02,
2020-02-03,947.6000000001568
2020-02-04,1658.2000000001563
2020-02-05,1566.000000000156
2020-02-06,2089.0000000001555
2020-02-07,2672.200000000155
2020-02-08,
2020-02-09,
2020-02-10,2612.6000000001545
2020-02-11,2890.800000000154
2020-02-12,2983.6000000001536
2020-02-13,3571.600000000153
2020-02-14,3966.800000000153
2020-02-15,
2020-02-16,
2020-02-17,4395.200000000155
2020-02-18,4190.8000000001575
2020-02-19,3948.6000000001577
2020-02-20,3983.8000000001575
2020-02-21,3889.400000000157
2020-02-22,
2020-02-23,
2020-02-24,
2020-02-25,
2020-02-26,4094.600000000157
2020-02-27,4745.000000000158
2020-02-28,3830.60000000016
2020-02-29,
2020-03-01,
2020-03-02,3161.0000000001596
2020-03-03,3388.8000000001593
2020-03-04,4544.40000000016
2020-03-05,4772.4000000001615
2020-03-06,4447.600000000162
2020-03-07,
2020-03-08,
2020-03-09,4758.000000000164
2020-03-10,4863.600000000166
2020-03-11,5731.600000000168
2020-03-12,5244.400000000169
2020-03-13,5395.200000000172
2020-03-14,
2020-03-15,
2020-03-16,5820.400000000172
2020-03-17,6490.800000000174
2020-03-18,6603.600000000175
2020-03-19,6559.200000000177
2020-03-20,6542.40000000018
2020-03-21,
2020-03-22,
2020-03-23,6355.4000000001815
2020-03-24,5321.000000000184
2020-03-25,4869.0000000001855
2020-03-26,4741.800000000187
2020-03-27,4614.600000000188
2020-03-28,
2020-03-29,
2020-03-30,5217.6000000001895
2020-03-31,4313.200000000192
2020-04-01,4348.400000000192
2020-04-02,3836.400000000194
2020-04-03,4266.800000000194
2020-04-04,
2020-04-05,
2020-04-06,4870.000000000196
2020-04-07,5195.600000000199
2020-04-08,5428.4000000002
2020-04-09,5168.800000000201
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,4661.600000000202
2020-04-14,4612.000000000204
2020-04-15,4364.800000000205
2020-04-16,4237.600000000206
2020-04-17,4110.400000000207
2020-04-18,
2020-04-19,
2020-04-20,4676.000000000209
2020-04-21,
2020-04-22,5071.20000000021
2020-04-23,5609.200000000212
2020-04-24,5644.4000000002125
2020-04-25,
2020-04-26,
2020-04-27,5630.000000000215
2020-04-28,5545.200000000215
2020-04-29,5855.600000000217
2020-04-30,5956.000000000218
2020-05-01,
2020-05-02,
2020-05-03,
2020-05-04,5468.800000000219
2020-05-05,5581.6000000002205
2020-05-06,6174.400000000222
2020-05-07,6047.200000000223
2020-05-08,5757.600000000224
2020-05-09,
2020-05-10,
2020-05-11,5708.000000000226
2020-05-12,5933.600000000228
2020-05-13,5869.20000000023
2020-05-14,5782.4000000002325
2020-05-15,6437.800000000234
2020-05-16,
2020-05-17,
2020-05-18,6653.400000000236
2020-05-19,7899.000000000238
2020-05-20,8131.800000000239
2020-05-21,8364.60000000024
2020-05-22,7852.600000000242
2020-05-23,
2020-05-24,
2020-05-25,7887.800000000243
2020-05-26,7923.000000000244
2020-05-27,7633.400000000245
2020-05-28,8058.600000000246
2020-05-29,8129.000000000247
2020-05-30,
2020-05-31,
2020-06-01,8439.400000000249
2020-06-02,9032.20000000025
2020-06-03,9462.600000000251
2020-06-04,9497.800000000252
2020-06-05,9568.200000000254
2020-06-06,
2020-06-07,
2020-06-08,9483.400000000254
2020-06-09,8533.800000000256
2020-06-10,9234.200000000257
2020-06-11,
2020-06-12,8612.200000000259
2020-06-13,
2020-06-14,
2020-06-15,9000.20000000026
2020-06-16,10095.800000000263
2020-06-17,9438.600000000264
2020-06-18,9304.000000000266
2020-06-19,8732.000000000267
2020-06-20,
2020-06-21,
2020-06-22,8752.400000000269
2020-06-23,8682.80000000027
2020-06-24,9730.800000000272
2020-06-25,9781.200000000274
2020-06-26,10036.800000000276
2020-06-27,
2020-06-28,
2020-06-29,10432.000000000276
2020-06-30,10332.80000000028
2020-07-01,10368.00000000028
2020-07-02,10306.000000000282
2020-07-03,10201.600000000284
2020-07-04,
2020-07-05,
2020-07-06,10364.800000000287
2020-07-07,10662.800000000288
2020-07-08,10693.20000000029
2020-07-09,11038.800000000292
2020-07-10,10791.600000000293
2020-07-11,
2020-07-12,
2020-07-13,10987.200000000295
2020-07-14,11100.000000000296
2020-07-15,11048.000000000298
2020-07-16,10560.8000000003
2020-07-17,10941.600000000302
2020-07-18,
2020-07-19,
2020-07-20,10634.600000000304
2020-07-21,11107.400000000305
2020-07-22,11195.600000000308
2020-07-23,11146.00000000031
2020-07-24,11096.40000000031
2020-07-25,
2020-07-26,
2020-07-27,11011.600000000311
2020-07-28,11357.200000000314
2020-07-29,11715.400000000316
2020-07-30,10846.000000000318
2020-07-31,11269.00000000032
2020-08-01,
2020-08-02,
2020-08-03,11121.800000000321
2020-08-04,10597.400000000323
2020-08-05,10518.000000000326
2020-08-06,9571.200000000328
2020-08-07,9079.00000000033
2020-08-08,
2020-08-09,
2020-08-10,9784.600000000331
2020-08-11,9410.200000000334
2020-08-12,9683.400000000336
2020-08-13,9143.800000000338
2020-08-14,8829.40000000034
2020-08-15,
2020-08-16,
2020-08-17,9740.000000000342
2020-08-18,10530.400000000343
2020-08-19,11626.000000000346
2020-08-20,11661.200000000346
2020-08-21,11371.600000000348
2020-08-22,
2020-08-23,
2020-08-24,10977.20000000035
2020-08-25,10765.200000000352
2020-08-26,11273.200000000354
2020-08-27,11463.600000000355
2020-08-28,12409.200000000357
2020-08-29,
2020-08-30,
2020-08-31,12409.400000000358
2020-09-01,13705.20000000036
2020-09-02,12940.800000000363
2020-09-03,12283.600000000364
2020-09-04,12009.200000000366
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,12742.400000000369
2020-09-09,12615.20000000037
2020-09-10,12683.200000000372
2020-09-11,13023.800000000374
2020-09-12,
2020-09-13,
2020-09-14,13136.600000000375
2020-09-15,13369.400000000376
2020-09-16,13277.400000000378
2020-09-17,13665.40000000038
2020-09-18,14838.600000000382
2020-09-19,
2020-09-20,
2020-09-21,15113.800000000383
2020-09-22,15381.800000000385
2020-09-23,15757.400000000387
2020-09-24,15327.800000000389
2020-09-25,15440.60000000039
2020-09-26,
2020-09-27,
2020-09-28,15455.80000000039
2020-09-29,15723.800000000392
2020-09-30,15511.800000000394
2020-10-01,15547.000000000395
2020-10-02,15815.000000000397
2020-10-03,
2020-10-04,
2020-10-05,16047.800000000398
2020-10-06,16663.400000000394
2020-10-07,16909.000000000386
2020-10-08,16414.40000000038
2020-10-09,16104.800000000381
2020-10-10,
2020-10-11,
2020-10-12,
2020-10-13,16140.000000000382
2020-10-14,16310.600000000384
2020-10-15,16543.40000000038
2020-10-16,17069.00000000037
2020-10-17,
2020-10-18,
2020-10-19,17169.400000000365
2020-10-20,17382.600000000355
2020-10-21,16748.200000000346
2020-10-22,16383.600000000344
2020-10-23,16809.00000000034
2020-10-24,
2020-10-25,
2020-10-26,17009.400000000333
2020-10-27,18255.000000000324
2020-10-28,18092.600000000322
2020-10-29,17605.400000000318
2020-10-30,18035.800000000312
2020-10-31,
2020-11-01,
2020-11-02,
2020-11-03,18268.600000000308
2020-11-04,18014.2000000003
2020-11-05,16882.20000000029
2020-11-06,17545.40000000028
2020-11-07,
2020-11-08,
2020-11-09,17808.200000000277
2020-11-10,18136.20000000027
2020-11-11,18171.400000000267
2020-11-12,18361.80000000026
2020-11-13,18594.600000000257
2020-11-14,
2020-11-15,
2020-11-16,19005.00000000025
2020-11-17,18805.400000000245
2020-11-18,18773.400000000238
2020-11-19,19006.200000000234
2020-11-20,19749.200000000226
2020-11-21,
2020-11-22,
2020-11-23,19614.800000000218
2020-11-24,19127.600000000213
2020-11-25,19360.40000000021
2020-11-26,20186.0000000002
2020-11-27,20221.200000000197
2020-11-28,
2020-11-29,
2020-11-30,20418.800000000196
2020-12-01,20814.000000000193
2020-12-02,19564.600000000184
2020-12-03,20355.00000000018
2020-12-04,19867.800000000174
2020-12-05,
2020-12-06,
2020-12-07,19770.60000000017
2020-12-08,19948.600000000162
2020-12-09,20834.200000000154
2020-12-10,21067.00000000015
2020-12-11,20790.000000000142
2020-12-12,
2020-12-13,
2020-12-14,20987.60000000014
2020-12-15,20733.20000000013
2020-12-16,20111.200000000124
2020-12-17,19334.200000000117
2020-12-18,18847.000000000113
2020-12-19,
2020-12-20,
2020-12-21,18699.80000000011
2020-12-22,19260.200000000103
2020-12-23,19473.0000000001
2020-12-24,
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,19748.200000000095
2020-12-29,20436.400000000085
2020-12-30,20471.600000000082
2020-12-31,
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,20259.600000000075
2021-01-05,19927.600000000068
2021-01-06,20118.000000000062
2021-01-07,19970.800000000057
2021-01-08,20071.20000000005
2021-01-09,
2021-01-10,
2021-01-11,19239.200000000044
2021-01-12,19182.400000000034
2021-01-13,19232.80000000003
2021-01-14,19063.200000000023
2021-01-15,19326.00000000002
2021-01-16,
2021-01-17,
2021-01-18,20036.400000000012
2021-01-19,21092.000000000004
2021-01-20,20297.399999999998
2021-01-21,20530.199999999993
2021-01-22,20925.39999999999
2021-01-23,
2021-01-24,
2021-01-25,
2021-01-26,21433.399999999983
2021-01-27,21723.999999999975
2021-01-28,21364.599999999966
2021-01-29,20889.799999999963
2021-01-30,
2021-01-31,
2021-02-01,21517.799999999956
2021-02-02,20883.399999999947
2021-02-03,20443.79999999994
2021-02-04,20259.199999999935
2021-02-05,21144.799999999927
2021-02-06,
2021-02-07,
2021-02-08,21767.599999999922
2021-02-09,21337.999999999916
2021-02-10,21450.799999999912
2021-02-11,21465.99999999991
2021-02-12,21093.9999999999
2021-02-13,
2021-02-14,
2021-02-15,
2021-02-16,
2021-02-17,20954.1999999999
2021-02-18,21552.19999999989
2021-02-19,21720.39999999988
2021-02-20,
2021-02-21,
2021-02-22,21148.399999999874
2021-02-23,20993.79999999987
2021-02-24,20866.599999999864
2021-02-25,21324.799999999854
2021-02-26,22210.399999999845
2021-02-27,
2021-02-28,
2021-03-01,22160.79999999984
2021-03-02,22146.39999999983
2021-03-03,22619.199999999826
2021-03-04,22797.19999999982
2021-03-05,22309.999999999814
2021-03-06,
2021-03-07,
2021-03-08,22572.79999999981
2021-03-09,22227.999999999807
2021-03-10,21788.3999999998
2021-03-11,21738.799999999796
2021-03-12,21251.59999999979
2021-03-13,
2021-03-14,
2021-03-15,21189.399999999787
2021-03-16,20814.999999999778
2021-03-17,20145.399999999772
2021-03-18,20018.199999999768
2021-03-19,20051.19999999976
2021-03-20,
2021-03-21,
2021-03-22,20043.999999999756
2021-03-23,19916.799999999752
2021-03-24,20172.399999999743
2021-03-25,19537.799999999737
2021-03-26,19840.79999999973
2021-03-27,
2021-03-28,
2021-03-29,18546.39999999972
2021-03-30,18383.99999999972
2021-03-31,18616.799999999716
2021-04-01,18631.999999999713
2021-04-02,
2021-04-03,
2021-04-04,
2021-04-05,18257.399999999707
2021-04-06,18745.3999999997
2021-04-07,18725.799999999694
2021-04-08,18478.799999999686
2021-04-09,18729.399999999678
2021-04-10,
2021-04-11,
2021-04-12,19352.199999999673
2021-04-13,19757.799999999665
2021-04-14,19318.19999999966
2021-04-15,18890.999999999654
2021-04-16,19201.39999999965
2021-04-17,
2021-04-18,
2021-04-19,19414.199999999644
2021-04-20,19742.199999999637
2021-04-21,
2021-04-22,19734.999999999633
2021-04-23,20815.79999999962
2021-04-24,
2021-04-25,
2021-04-26,20391.399999999612
2021-04-27,20111.799999999606
2021-04-28,19822.1999999996
2021-04-29,19334.999999999596
2021-04-30,20140.599999999587
2021-05-01,
2021-05-02,
2021-05-03,20373.399999999583
2021-05-04,19886.19999999958
2021-05-05,19758.999999999574
2021-05-06,20189.39999999957
2021-05-07,19574.99999999956
2021-05-08,
2021-05-09,
2021-05-10,19200.59999999955
2021-05-11,19093.399999999547
2021-05-12,19684.199999999535
2021-05-13,19649.799999999526
2021-05-14,19257.599999999522
2021-05-15,
2021-05-16,
2021-05-17,19110.399999999518
2021-05-18,18800.79999999951
2021-05-19,18768.799999999505
2021-05-20,18683.9999999995
2021-05-21,19534.399999999496
2021-05-22,
2021-05-23,
2021-05-24,19436.999999999494
2021-05-25,19807.599999999486
2021-05-26,19857.99999999948
2021-05-27,20125.999999999472
2021-05-28,20373.799999999468
2021-05-29,
2021-05-30,
2021-05-31,20839.39999999946
2021-06-01,20874.599999999456
2021-06-02,21107.399999999452
2021-06-03,
2021-06-04,21135.399999999445
2021-06-05,
2021-06-06,
2021-06-07,21170.599999999442
2021-06-08,20986.199999999433
2021-06-09,21974.199999999426
2021-06-10,21522.19999999942
2021-06-11,21210.19999999941
2021-06-12,
2021-06-13,
2021-06-14,21662.999999999407
2021-06-15,21690.9999999994
2021-06-16,22906.59999999939
2021-06-17,22941.799999999388
2021-06-18,22976.999999999385
2021-06-19,
2021-06-20,
2021-06-21,23012.199999999382
2021-06-22,22440.199999999375
2021-06-23,22133.199999999368
2021-06-24,21753.599999999362
2021-06-25,21381.599999999355
2021-06-26,
2021-06-27,
2021-06-28,21247.199999999346
2021-06-29,21440.399999999336
2021-06-30,21870.79999999933
2021-07-01,22491.199999999324
2021-07-02,22323.99999999932
2021-07-03,
2021-07-04,
2021-07-05,22312.19999999931
2021-07-06,22562.599999999304
2021-07-07,23035.3999999993
2021-07-08,22905.799999999294
2021-07-09,
2021-07-10,
2021-07-11,
2021-07-12,22968.999999999283
2021-07-13,22614.399999999277
2021-07-14,22649.599999999275
2021-07-15,22897.599999999267
2021-07-16,22770.399999999263
2021-07-17,
2021-07-18,
2021-07-19,23035.799999999257
2021-07-20,22746.19999999925
2021-07-21,22858.999999999247
2021-07-22,22811.799999999243
2021-07-23,23187.399999999234
2021-07-24,
2021-07-25,
2021-07-26,23505.599999999224
2021-07-27,23563.599999999216
2021-07-28,23723.99999999921
2021-07-29,23994.399999999205
2021-07-30,24369.999999999196
2021-07-31,
2021-08-01,
2021-08-02,24405.199999999193
2021-08-03,24637.99999999919
2021-08-04,24750.799999999184
2021-08-05,25479.19999999917
2021-08-06,24732.39999999916
2021-08-07,
2021-08-08,
2021-08-09,24957.999999999152
2021-08-10,24993.19999999915
2021-08-11,24901.199999999142
2021-08-12,24296.799999999133
2021-08-13,24612.399999999125
2021-08-14,
2021-08-15,
2021-08-16,24550.399999999117
2021-08-17,24403.199999999113
2021-08-18,24665.99999999911
2021-08-19,24308.799999999104
2021-08-20,24556.799999999097
2021-08-21,
2021-08-22,
2021-08-23,24859.79999999909
2021-08-24,24894.999999999087
2021-08-25,24845.39999999908
2021-08-26,26083.799999999068
2021-08-27,25758.999999999065
2021-08-28,
2021-08-29,
2021-08-30,25579.39999999906
2021-08-31,25707.59999999905
2021-09-01,26147.999999999043
2021-09-02,26046.199999999033
2021-09-03,25854.199999999026
2021-09-04,
2021-09-05,
2021-09-06,26404.799999999017
2021-09-07,
2021-09-08,27027.599999999013
2021-09-09,27337.999999999007
2021-09-10,27810.799999999002
2021-09-11,
2021-09-12,
2021-09-13,26733.999999998992
2021-09-14,26804.399999998986
2021-09-15,26317.199999998982
2021-09-16,26189.999999998978
2021-09-17,26387.599999998976
2021-09-18,
2021-09-19,
2021-09-20,24698.399999998965
2021-09-21,24451.19999999896
2021-09-22,23846.79999999895
2021-09-23,23679.799999998944
2021-09-24,23100.19999999894
2021-09-25,
2021-09-26,
2021-09-27,23475.79999999893
2021-09-28,23468.799999998922
2021-09-29,23476.799999998915
2021-09-30,22989.799999998908
2021-10-01,23024.999999998905
2021-10-02,
2021-10-03,
2021-10-04,23795.3999999989
2021-10-05,23308.199999998895
2021-10-06,23060.99999999889
2021-10-07,22848.999999998883
2021-10-08,23059.399999998877
2021-10-09,
2021-10-10,
2021-10-11,23654.79999999887
2021-10-12,
2021-10-13,23782.799999998864
2021-10-14,24085.799999998857
2021-10-15,23898.79999999885
2021-10-16,
2021-10-17,
2021-10-18,23573.999999998847
2021-10-19,23229.599999998838
2021-10-20,22742.399999998834
2021-10-21,23052.799999998828
2021-10-22,23363.199999998822
2021-10-23,
2021-10-24,
2021-10-25,23073.599999998816
2021-10-26,22903.99999999881
2021-10-27,22529.5999999988
2021-10-28,23005.199999998793
2021-10-29,23237.99999999879
2021-10-30,
2021-10-31,
2021-11-01,23633.199999998786
2021-11-02,
2021-11-03,23541.19999999878
2021-11-04,23606.599999998773
2021-11-05,23641.79999999877
2021-11-06,
2021-11-07,
2021-11-08,23659.799999998762
2021-11-09,23772.599999998758
2021-11-10,23957.999999998752
2021-11-11,24206.199999998742
2021-11-12,24876.599999998736
2021-11-13,
2021-11-14,
2021-11-15,
2021-11-16,25469.39999999873
2021-11-17,25569.799999998726
2021-11-18,25350.399999998717
2021-11-19,25943.799999998704
2021-11-20,
2021-11-21,
2021-11-22,26139.399999998695
2021-11-23,26414.599999998693
2021-11-24,26449.79999999869
2021-11-25,26092.99999999868
2021-11-26,25965.799999998675
2021-11-27,
2021-11-28,
2021-11-29,25916.19999999867
2021-11-30,25571.399999998666
2021-12-01,25959.39999999866
2021-12-02,25567.39999999865
2021-12-03,26357.799999998646
2021-12-04,
2021-12-05,
2021-12-06,26137.999999998643
2021-12-07,25318.399999998637
