time,cstrategy
2019-08-12,-3073.0
2019-08-13,-2601.0
2019-08-14,-1700.0
2019-08-15,-1482.0
2019-08-16,-1935.0
2019-08-17,
2019-08-18,
2019-08-19,-1621.0
2019-08-20,-1441.0
2019-08-21,-1751.0
2019-08-22,-1529.0
2019-08-23,-2076.0
2019-08-24,
2019-08-25,
2019-08-26,-1858.0
2019-08-27,-2113.0
2019-08-28,-1827.0
2019-08-29,-1622.0
2019-08-30,-1954.0
2019-08-31,
2019-09-01,
2019-09-02,-1892.0
2019-09-03,-2184.0
2019-09-04,-2228.0
2019-09-05,-2106.0
2019-09-06,-2268.0
2019-09-07,
2019-09-08,
2019-09-09,-2387.0
2019-09-10,-2632.0
2019-09-11,-2804.0
2019-09-12,-3026.0
2019-09-13,-2340.0
2019-09-14,
2019-09-15,
2019-09-16,-2233.0
2019-09-17,-1275.0
2019-09-18,-1465.0
2019-09-19,-1227.0
2019-09-20,-1364.0
2019-09-21,
2019-09-22,
2019-09-23,-1457.0
2019-09-24,-1041.0
2019-09-25,-992.0
2019-09-26,-1022.0
2019-09-27,-1337.0
2019-09-28,
2019-09-29,
2019-09-30,-1430.0
2019-10-01,-1012.0
2019-10-02,-642.0
2019-10-03,-990.0
2019-10-04,-1451.0
2019-10-05,
2019-10-06,
2019-10-07,-1425.0
2019-10-08,-1499.0
2019-10-09,-1771.0
2019-10-10,-2229.0
2019-10-11,-2669.0
2019-10-12,
2019-10-13,
2019-10-14,-2439.0
2019-10-15,-2809.0
2019-10-16,-2448.0
2019-10-17,-2613.0
2019-10-18,-2633.0
2019-10-19,
2019-10-20,
2019-10-21,-2771.0
2019-10-22,-2680.0
2019-10-23,-2822.0
2019-10-24,-2697.0
2019-10-25,-2894.0
2019-10-26,
2019-10-27,
2019-10-28,-2907.0
2019-10-29,-3009.0
2019-10-30,-1930.0
2019-10-31,-1951.0
2019-11-01,-1860.0
2019-11-02,
2019-11-03,
2019-11-04,-2013.0
2019-11-05,-2283.0
2019-11-06,-3190.0
2019-11-07,-3111.0
2019-11-08,-4042.0
2019-11-09,
2019-11-10,
2019-11-11,-3663.0
2019-11-12,-2822.0
2019-11-13,-3003.0
2019-11-14,-3311.0
2019-11-15,
2019-11-16,
2019-11-17,
2019-11-18,-2621.0
2019-11-19,-2629.0
2019-11-20,
2019-11-21,-2234.0
2019-11-22,-2361.0
2019-11-23,
2019-11-24,
2019-11-25,-2417.0
2019-11-26,-2447.0
2019-11-27,-2924.0
2019-11-28,-2929.0
2019-11-29,-3256.0
2019-11-30,
2019-12-01,
2019-12-02,-3277.0
2019-12-03,-3444.0
2019-12-04,-2902.0
2019-12-05,-3134.0
2019-12-06,-3301.0
2019-12-07,
2019-12-08,
2019-12-09,-3244.0
2019-12-10,-3499.0
2019-12-11,-3638.0
2019-12-12,-3798.0
2019-12-13,-3913.0
2019-12-14,
2019-12-15,
2019-12-16,-4448.0
2019-12-17,-4566.0
2019-12-18,-3828.0
2019-12-19,-3695.0
2019-12-20,-3824.0
2019-12-21,
2019-12-22,
2019-12-23,-3664.0
2019-12-24,
2019-12-25,
2019-12-26,-3460.0
2019-12-27,-2702.0
2019-12-28,
2019-12-29,
2019-12-30,-3022.0
2019-12-31,
2020-01-01,
2020-01-02,-2579.0
2020-01-03,-2695.0
2020-01-04,
2020-01-05,
2020-01-06,-3067.0
2020-01-07,-3243.0
2020-01-08,-3744.0
2020-01-09,-4064.0
2020-01-10,-4700.0
2020-01-11,
2020-01-12,
2020-01-13,-3747.0
2020-01-14,-3923.0
2020-01-15,-3848.0
2020-01-16,-4094.0
2020-01-17,-4117.0
2020-01-18,
2020-01-19,
2020-01-20,-4119.0
2020-01-21,-3340.0
2020-01-22,-3562.0
2020-01-23,-2794.0
2020-01-24,-2296.0
2020-01-25,
2020-01-26,
2020-01-27,-2139.0
2020-01-28,-1921.0
2020-01-29,-1402.0
2020-01-30,-3138.0
2020-01-31,-3301.0
2020-02-01,
2020-02-02,
2020-02-03,-3094.0
2020-02-04,-3152.0
2020-02-05,-2605.0
2020-02-06,-1941.0
2020-02-07,-2716.0
2020-02-08,
2020-02-09,
2020-02-10,-2959.0
2020-02-11,-2695.0
2020-02-12,-2847.0
2020-02-13,-3275.0
2020-02-14,-2835.0
2020-02-15,
2020-02-16,
2020-02-17,-2971.0
2020-02-18,-4053.0
2020-02-19,-3911.0
2020-02-20,-3807.0
2020-02-21,-4068.0
2020-02-22,
2020-02-23,
2020-02-24,
2020-02-25,
2020-02-26,-3480.0
2020-02-27,-3006.0
2020-02-28,-2570.0
2020-02-29,
2020-03-01,
2020-03-02,-2009.0
2020-03-03,-1829.0
2020-03-04,-2586.0
2020-03-05,-1154.0
2020-03-06,-1918.0
2020-03-07,
2020-03-08,
2020-03-09,-1150.0
2020-03-10,-1302.0
2020-03-11,130.0
2020-03-12,130.0
2020-03-13,936.0
2020-03-14,
2020-03-15,
2020-03-16,528.0
2020-03-17,1296.0
2020-03-18,1182.0
2020-03-19,736.0
2020-03-20,-374.0
2020-03-21,
2020-03-22,
2020-03-23,-1484.0
2020-03-24,-640.0
2020-03-25,166.0
2020-03-26,346.0
2020-03-27,-688.0
2020-03-28,
2020-03-29,
2020-03-30,-1382.0
2020-03-31,-2492.0
2020-04-01,-3730.0
2020-04-02,-3844.0
2020-04-03,-3015.0
2020-04-04,
2020-04-05,
2020-04-06,-3355.0
2020-04-07,-3839.0
2020-04-08,-3459.0
2020-04-09,-3649.0
2020-04-10,
2020-04-11,
2020-04-12,
2020-04-13,-2587.0
2020-04-14,-3056.0
2020-04-15,-3067.0
2020-04-16,-3158.0
2020-04-17,-2432.0
2020-04-18,
2020-04-19,
2020-04-20,-135.0
2020-04-21,
2020-04-22,2.0
2020-04-23,476.0
2020-04-24,656.0
2020-04-25,
2020-04-26,
2020-04-27,339.0
2020-04-28,-278.0
2020-04-29,-325.0
2020-04-30,235.0
2020-05-01,
2020-05-02,
2020-05-03,
2020-05-04,45.0
2020-05-05,-44.0
2020-05-06,-498.0
2020-05-07,-41.0
2020-05-08,-609.0
2020-05-09,
2020-05-10,
2020-05-11,-1436.0
2020-05-12,-1218.0
2020-05-13,-1738.0
2020-05-14,-344.0
2020-05-15,-721.0
2020-05-16,
2020-05-17,
2020-05-18,-45.0
2020-05-19,-227.0
2020-05-20,-383.0
2020-05-21,-350.0
2020-05-22,200.0
2020-05-23,
2020-05-24,
2020-05-25,211.0
2020-05-26,-621.0
2020-05-27,-558.0
2020-05-28,-1503.0
2020-05-29,-2830.0
2020-05-30,
2020-05-31,
2020-06-01,-1757.0
2020-06-02,-1485.0
2020-06-03,-1666.0
2020-06-04,-1285.0
2020-06-05,-1731.0
2020-06-06,
2020-06-07,
2020-06-08,-815.0
2020-06-09,-877.0
2020-06-10,-66.0
2020-06-11,
2020-06-12,-998.0
2020-06-13,
2020-06-14,
2020-06-15,-1150.0
2020-06-16,-391.0
2020-06-17,121.0
2020-06-18,774.0
2020-06-19,1496.0
2020-06-20,
2020-06-21,
2020-06-22,1585.0
2020-06-23,2111.0
2020-06-24,1843.0
2020-06-25,1630.0
2020-06-26,2236.0
2020-06-27,
2020-06-28,
2020-06-29,2035.0
2020-06-30,2037.0
2020-07-01,1936.0
2020-07-02,1831.0
2020-07-03,2015.0
2020-07-04,
2020-07-05,
2020-07-06,1875.0
2020-07-07,1085.0
2020-07-08,1085.0
2020-07-09,1167.0
2020-07-10,1169.0
2020-07-11,
2020-07-12,
2020-07-13,723.0
2020-07-14,1291.0
2020-07-15,216.0
2020-07-16,41.0
2020-07-17,1353.0
2020-07-18,
2020-07-19,
2020-07-20,1910.0
2020-07-21,1942.0
2020-07-22,1380.0
2020-07-23,1266.0
2020-07-24,937.0
2020-07-25,
2020-07-26,
2020-07-27,1520.0
2020-07-28,1216.0
2020-07-29,1108.0
2020-07-30,1346.0
2020-07-31,2587.0
2020-08-01,
2020-08-02,
2020-08-03,2378.0
2020-08-04,2910.0
2020-08-05,2530.0
2020-08-06,2096.0
2020-08-07,1721.0
2020-08-08,
2020-08-09,
2020-08-10,1670.0
2020-08-11,3064.0
2020-08-12,2135.0
2020-08-13,1983.0
2020-08-14,1941.0
2020-08-15,
2020-08-16,
2020-08-17,3079.0
2020-08-18,2717.0
2020-08-19,2886.0
2020-08-20,3396.0
2020-08-21,3042.0
2020-08-22,
2020-08-23,
2020-08-24,2766.0
2020-08-25,2906.0
2020-08-26,3132.0
2020-08-27,2730.0
2020-08-28,2456.0
2020-08-29,
2020-08-30,
2020-08-31,3215.0
2020-09-01,3344.0
2020-09-02,3459.0
2020-09-03,2994.0
2020-09-04,3800.0
2020-09-05,
2020-09-06,
2020-09-07,
2020-09-08,3279.0
2020-09-09,3074.0
2020-09-10,3216.0
2020-09-11,3847.0
2020-09-12,
2020-09-13,
2020-09-14,4471.0
2020-09-15,4456.0
2020-09-16,4769.0
2020-09-17,4560.0
2020-09-18,4900.0
2020-09-19,
2020-09-20,
2020-09-21,4751.0
2020-09-22,4442.0
2020-09-23,4981.0
2020-09-24,5481.0
2020-09-25,5323.0
2020-09-26,
2020-09-27,
2020-09-28,7011.0
2020-09-29,6986.0
2020-09-30,7078.0
2020-10-01,5552.0
2020-10-02,6509.0
2020-10-03,
2020-10-04,
2020-10-05,7182.0
2020-10-06,7936.0
2020-10-07,7652.0
2020-10-08,7433.0
2020-10-09,7390.0
2020-10-10,
2020-10-11,
2020-10-12,
2020-10-13,6945.0
2020-10-14,6701.0
2020-10-15,7225.0
2020-10-16,7179.0
2020-10-17,
2020-10-18,
2020-10-19,6929.0
2020-10-20,7627.0
2020-10-21,7035.0
2020-10-22,7083.0
2020-10-23,7085.0
2020-10-24,
2020-10-25,
2020-10-26,6766.0
2020-10-27,8824.0
2020-10-28,10431.0
2020-10-29,11136.0
2020-10-30,11648.0
2020-10-31,
2020-11-01,
2020-11-02,
2020-11-03,11285.0
2020-11-04,10610.0
2020-11-05,9935.0
2020-11-06,9845.0
2020-11-07,
2020-11-08,
2020-11-09,10103.0
2020-11-10,10810.0
2020-11-11,10510.0
2020-11-12,12236.0
2020-11-13,12856.0
2020-11-14,
2020-11-15,
2020-11-16,12593.0
2020-11-17,13175.0
2020-11-18,14275.0
2020-11-19,13919.0
2020-11-20,13762.0
2020-11-21,
2020-11-22,
2020-11-23,13657.0
2020-11-24,15871.0
2020-11-25,15918.0
2020-11-26,15961.0
2020-11-27,16179.0
2020-11-28,
2020-11-29,
2020-11-30,15426.0
2020-12-01,15751.0
2020-12-02,16028.0
2020-12-03,15470.0
2020-12-04,15245.0
2020-12-05,
2020-12-06,
2020-12-07,14180.0
2020-12-08,14246.0
2020-12-09,14218.0
2020-12-10,14225.0
2020-12-11,13884.0
2020-12-12,
2020-12-13,
2020-12-14,14563.0
2020-12-15,14983.0
2020-12-16,14869.0
2020-12-17,14475.0
2020-12-18,14554.0
2020-12-19,
2020-12-20,
2020-12-21,14115.0
2020-12-22,14075.0
2020-12-23,14305.0
2020-12-24,
2020-12-25,
2020-12-26,
2020-12-27,
2020-12-28,14609.0
2020-12-29,14420.0
2020-12-30,14861.0
2020-12-31,
2021-01-01,
2021-01-02,
2021-01-03,
2021-01-04,15562.0
2021-01-05,16406.0
2021-01-06,15947.0
2021-01-07,17341.0
2021-01-08,17504.0
2021-01-09,
2021-01-10,
2021-01-11,16160.0
2021-01-12,15695.0
2021-01-13,16607.0
2021-01-14,16868.0
2021-01-15,16730.0
2021-01-16,
2021-01-17,
2021-01-18,17121.0
2021-01-19,17915.0
2021-01-20,18310.0
2021-01-21,18699.0
2021-01-22,18840.0
2021-01-23,
2021-01-24,
2021-01-25,
2021-01-26,19574.0
2021-01-27,18246.0
2021-01-28,19554.0
2021-01-29,20616.0
2021-01-30,
2021-01-31,
2021-02-01,19927.0
2021-02-02,18948.0
2021-02-03,18928.0
2021-02-04,18778.0
2021-02-05,18713.0
2021-02-06,
2021-02-07,
2021-02-08,18331.0
2021-02-09,17927.0
2021-02-10,17632.0
2021-02-11,17672.0
2021-02-12,17375.0
2021-02-13,
2021-02-14,
2021-02-15,
2021-02-16,
2021-02-17,16940.0
2021-02-18,17670.0
2021-02-19,17105.0
2021-02-20,
2021-02-21,
2021-02-22,16991.0
2021-02-23,17447.0
2021-02-24,17091.0
2021-02-25,16939.0
2021-02-26,17098.0
2021-02-27,
2021-02-28,
2021-03-01,16327.0
2021-03-02,16545.0
2021-03-03,16725.0
2021-03-04,17199.0
2021-03-05,17310.0
2021-03-06,
2021-03-07,
2021-03-08,16864.0
2021-03-09,17376.0
2021-03-10,17518.0
2021-03-11,17359.0
2021-03-12,17059.0
2021-03-13,
2021-03-14,
2021-03-15,17852.0
2021-03-16,17790.0
2021-03-17,19554.0
2021-03-18,18831.0
2021-03-19,18599.0
2021-03-20,
2021-03-21,
2021-03-22,18612.0
2021-03-23,16635.0
2021-03-24,15563.0
2021-03-25,16357.0
2021-03-26,16281.0
2021-03-27,
2021-03-28,
2021-03-29,16356.0
2021-03-30,16764.0
2021-03-31,16545.0
2021-04-01,17219.0
2021-04-02,
2021-04-03,
2021-04-04,
2021-04-05,17721.0
2021-04-06,17605.0
2021-04-07,17457.0
2021-04-08,17091.0
2021-04-09,16671.0
2021-04-10,
2021-04-11,
2021-04-12,16687.0
2021-04-13,16506.0
2021-04-14,16775.0
2021-04-15,16586.0
2021-04-16,16644.0
2021-04-17,
2021-04-18,
2021-04-19,16313.0
2021-04-20,16376.0
2021-04-21,
2021-04-22,16150.0
2021-04-23,16118.0
2021-04-24,
2021-04-25,
2021-04-26,15915.0
2021-04-27,17389.0
2021-04-28,18863.0
2021-04-29,19664.0
2021-04-30,19545.0
2021-05-01,
2021-05-02,
2021-05-03,19313.0
2021-05-04,19332.0
2021-05-05,20101.0
2021-05-06,19703.0
2021-05-07,18931.0
2021-05-08,
2021-05-09,
2021-05-10,18995.0
2021-05-11,19067.0
2021-05-12,20240.0
2021-05-13,20139.0
2021-05-14,19843.0
2021-05-15,
2021-05-16,
2021-05-17,19871.0
2021-05-18,19559.0
2021-05-19,19722.0
2021-05-20,19463.0
2021-05-21,19055.0
2021-05-22,
2021-05-23,
2021-05-24,19470.0
2021-05-25,19154.0
2021-05-26,19088.0
2021-05-27,18938.0
2021-05-28,19242.0
2021-05-29,
2021-05-30,
2021-05-31,19408.0
2021-06-01,19406.0
2021-06-02,19773.0
2021-06-03,
2021-06-04,19612.0
2021-06-05,
2021-06-06,
2021-06-07,19734.0
2021-06-08,19701.0
2021-06-09,19432.0
2021-06-10,19153.0
2021-06-11,18930.0
2021-06-12,
2021-06-13,
2021-06-14,18743.0
2021-06-15,18569.0
2021-06-16,18115.0
2021-06-17,18788.0
2021-06-18,18632.0
2021-06-19,
2021-06-20,
2021-06-21,18261.0
2021-06-22,18020.0
2021-06-23,18516.0
2021-06-24,18308.0
2021-06-25,20290.0
2021-06-26,
2021-06-27,
2021-06-28,19628.0
2021-06-29,19531.0
2021-06-30,19298.0
2021-07-01,19599.0
2021-07-02,19089.0
2021-07-03,
2021-07-04,
2021-07-05,18981.0
2021-07-06,19849.0
2021-07-07,19849.0
2021-07-08,19378.0
2021-07-09,
2021-07-10,
2021-07-11,
2021-07-12,20984.0
2021-07-13,21427.0
2021-07-14,21176.0
2021-07-15,20731.0
2021-07-16,21393.0
2021-07-17,
2021-07-18,
2021-07-19,20970.0
2021-07-20,20882.0
2021-07-21,20812.0
2021-07-22,20463.0
2021-07-23,21522.0
2021-07-24,
2021-07-25,
2021-07-26,21679.0
2021-07-27,21291.0
2021-07-28,21324.0
2021-07-29,21480.0
2021-07-30,22874.0
2021-07-31,
2021-08-01,
2021-08-02,22466.0
2021-08-03,22808.0
2021-08-04,23326.0
2021-08-05,25014.0
2021-08-06,24982.0
2021-08-07,
2021-08-08,
2021-08-09,24720.0
2021-08-10,25074.0
2021-08-11,23850.0
2021-08-12,24108.0
2021-08-13,23485.0
2021-08-14,
2021-08-15,
2021-08-16,23156.0
2021-08-17,23777.0
2021-08-18,23995.0
2021-08-19,25977.0
2021-08-20,27481.0
2021-08-21,
2021-08-22,
2021-08-23,27631.0
2021-08-24,28284.0
2021-08-25,28313.0
2021-08-26,28956.0
2021-08-27,28869.0
2021-08-28,
2021-08-29,
2021-08-30,28709.0
2021-08-31,29448.0
2021-09-01,29291.0
2021-09-02,29213.0
2021-09-03,29198.0
2021-09-04,
2021-09-05,
2021-09-06,29534.0
2021-09-07,
2021-09-08,30765.0
2021-09-09,29949.0
2021-09-10,29285.0
2021-09-11,
2021-09-12,
2021-09-13,28907.0
2021-09-14,28658.0
2021-09-15,28786.0
2021-09-16,28261.0
2021-09-17,29979.0
2021-09-18,
2021-09-19,
2021-09-20,28343.0
2021-09-21,27365.0
2021-09-22,27163.0
2021-09-23,27137.0
2021-09-24,27009.0
2021-09-25,
2021-09-26,
2021-09-27,26836.0
2021-09-28,27557.0
2021-09-29,27146.0
2021-09-30,27669.0
2021-10-01,28414.0
2021-10-02,
2021-10-03,
2021-10-04,29025.0
2021-10-05,28544.0
2021-10-06,28648.0
2021-10-07,28294.0
2021-10-08,29120.0
2021-10-09,
2021-10-10,
2021-10-11,28944.0
2021-10-12,
2021-10-13,28806.0
2021-10-14,28696.0
2021-10-15,28277.0
2021-10-16,
2021-10-17,
2021-10-18,27760.0
2021-10-19,28234.0
2021-10-20,27162.0
2021-10-21,27342.0
2021-10-22,27484.0
2021-10-23,
2021-10-24,
2021-10-25,28129.0
2021-10-26,28160.0
2021-10-27,28602.0
2021-10-28,27198.0
2021-10-29,27521.0
2021-10-30,
2021-10-31,
2021-11-01,27002.0
2021-11-02,
2021-11-03,27097.0
2021-11-04,28188.0
2021-11-05,27756.0
2021-11-06,
2021-11-07,
2021-11-08,28005.0
2021-11-09,27302.0
2021-11-10,27589.0
2021-11-11,27572.0
2021-11-12,27166.0
2021-11-13,
2021-11-14,
2021-11-15,
2021-11-16,27718.0
2021-11-17,28115.0
2021-11-18,27483.0
2021-11-19,26998.0
2021-11-20,
2021-11-21,
2021-11-22,27134.0
2021-11-23,27042.0
2021-11-24,27104.0
2021-11-25,27302.0
2021-11-26,27602.0
2021-11-27,
2021-11-28,
2021-11-29,27573.0
2021-11-30,27761.0
2021-12-01,28823.0
2021-12-02,30016.0
2021-12-03,29672.0
2021-12-04,
2021-12-05,
2021-12-06,29172.0
2021-12-07,29098.0
2021-12-08,29232.0
2021-12-09,29281.0
2021-12-10,29150.0
2021-12-11,
2021-12-12,
2021-12-13,30367.0
2021-12-14,31930.0
2021-12-15,32187.0
2021-12-16,31726.0
2021-12-17,31400.0
2021-12-18,
2021-12-19,
2021-12-20,31557.0
2021-12-21,31527.0
2021-12-22,31333.0
2021-12-23,31190.0
2021-12-24,
2021-12-25,
2021-12-26,
2021-12-27,31236.0
2021-12-28,31369.0
2021-12-29,31788.0
2021-12-30,31444.0
2021-12-31,
2022-01-01,
2022-01-02,
2022-01-03,31296.0
2022-01-04,31317.0
2022-01-05,32417.0
2022-01-06,32199.0
2022-01-07,32441.0
2022-01-08,
2022-01-09,
2022-01-10,32065.0
2022-01-11,32985.0
2022-01-12,33694.0
2022-01-13,33458.0
2022-01-14,34011.0
2022-01-15,
2022-01-16,
2022-01-17,33802.0
2022-01-18,33790.0
2022-01-19,33686.0
2022-01-20,33870.0
2022-01-21,33393.0
2022-01-22,
2022-01-23,
2022-01-24,33879.0
2022-01-25,34315.0
2022-01-26,34000.0
2022-01-27,33587.0
2022-01-28,33376.0
2022-01-29,
2022-01-30,
2022-01-31,32989.0
2022-02-01,33635.0
2022-02-02,34408.0
2022-02-03,34207.0
2022-02-04,34055.0
2022-02-05,
2022-02-06,
2022-02-07,33667.0
2022-02-08,35116.0
2022-02-09,35274.0
2022-02-10,35034.0
2022-02-11,35249.0
2022-02-12,
2022-02-13,
2022-02-14,35079.0
2022-02-15,35146.0
2022-02-16,34949.0
2022-02-17,35396.0
2022-02-18,35912.0
2022-02-19,
2022-02-20,
2022-02-21,35426.0
2022-02-22,34964.0
2022-02-23,36020.0
2022-02-24,36793.0
2022-02-25,37512.0
2022-02-26,
2022-02-27,
2022-02-28,
2022-03-01,
2022-03-02,37707.0
2022-03-03,37500.0
2022-03-04,37118.0
2022-03-05,
2022-03-06,
2022-03-07,37630.0
2022-03-08,37520.0
2022-03-09,37718.0
2022-03-10,37562.0
2022-03-11,37448.0
2022-03-12,
2022-03-13,
2022-03-14,37832.0
2022-03-15,37321.0
2022-03-16,37795.0
2022-03-17,38491.0
2022-03-18,38690.0
2022-03-19,
2022-03-20,
2022-03-21,38759.0
2022-03-22,38629.0
2022-03-23,38630.0
2022-03-24,39026.0
2022-03-25,38852.0
2022-03-26,
2022-03-27,
2022-03-28,39111.0
2022-03-29,38738.0
2022-03-30,38667.0
2022-03-31,38325.0
2022-04-01,38286.0
2022-04-02,
2022-04-03,
2022-04-04,38199.0
2022-04-05,38599.0
2022-04-06,37758.0
2022-04-07,37523.0
2022-04-08,36842.0
2022-04-09,
2022-04-10,
2022-04-11,36763.0
2022-04-12,38168.0
2022-04-13,37572.0
2022-04-14,37536.0
2022-04-15,
2022-04-16,
2022-04-17,
2022-04-18,37291.0
2022-04-19,37135.0
2022-04-20,37162.0
2022-04-21,
2022-04-22,36986.0
2022-04-23,
2022-04-24,
2022-04-25,37149.0
2022-04-26,37808.0
2022-04-27,37503.0
2022-04-28,37800.0
2022-04-29,38312.0
2022-04-30,
2022-05-01,
2022-05-02,37405.0
2022-05-03,37104.0
2022-05-04,35994.0
2022-05-05,36296.0
2022-05-06,36047.0
2022-05-07,
2022-05-08,
2022-05-09,35694.0
2022-05-10,34995.0
2022-05-11,35269.0
2022-05-12,36259.0
2022-05-13,36009.0
2022-05-14,
2022-05-15,
2022-05-16,36451.0
2022-05-17,36499.0
2022-05-18,37345.0
2022-05-19,37320.0
2022-05-20,36559.0
2022-05-21,
2022-05-22,
2022-05-23,36170.0
2022-05-24,35729.0
2022-05-25,35439.0
2022-05-26,35546.0
2022-05-27,35341.0
2022-05-28,
2022-05-29,
2022-05-30,35996.0
2022-05-31,35762.0
2022-06-01,35570.0
2022-06-02,35595.0
2022-06-03,35278.0
2022-06-04,
2022-06-05,
2022-06-06,36313.0
2022-06-07,36244.0
2022-06-08,36138.0
2022-06-09,35824.0
2022-06-10,35816.0
2022-06-11,
2022-06-12,
2022-06-13,35740.0
2022-06-14,35123.0
2022-06-15,34502.0
2022-06-16,
2022-06-17,34565.0
2022-06-18,
2022-06-19,
2022-06-20,34169.0
2022-06-21,33816.0
2022-06-22,34227.0
2022-06-23,34920.0
2022-06-24,34961.0
2022-06-25,
2022-06-26,
2022-06-27,35744.0
2022-06-28,35828.0
2022-06-29,36330.0
2022-06-30,35469.0
2022-07-01,35449.0
2022-07-02,
2022-07-03,
